user_id,from_page,action,current_page,timestamp
1689459f31fe58f48973ed60da12981d,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 15:53:39
d17aebb7be63d76082b8d28ab679aec2,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 17:43:52
7003db4e2fe2552bb1ba00661bb5e9be,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 17:52:36
c795227897a6942074992c8c43460939,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 19:09:42
693a2a93be242871a824131d438f09ac,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 21:06:51
122372ae7cde92243c4035ea04698fb8,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 21:48:02
90210f53c5e85d6cf8bf334eb0d0d835,MyMirror-SimilarFaceSearch-AnalysisResultPage,MyMirror-PicturePage-CheckPhotoAlbum,MyMirror-PicturePage,2019-07-01 22:15:59
c096a80b560e78861532c21703fbf832,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 22:44:44
3095f5538de09b910defa205cf88e12a,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 23:08:44
a0ec86e3801a5576685b8c78d3834055,\N,MyMirror-PicturePage-CheckPhotoAlbum,MyMirror-PicturePage,2019-07-01 23:28:44
dc8848d5316bf36cda5c7d73b32efc26,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 00:21:27
0626bc330b6b9e0190da7c706b1b382d,\N,MyMirror-TestFace-ReportPage-TestAgainButtonClick,MyMirror-TestFace-ShareMagazinePage,2019-07-01 00:36:44
37963986746e97b65e72959cc5ff2608,\N,MyMirror-PicturePage-CheckPhotoAlbum,MyMirror-PicturePage,2019-07-01 01:26:11
10bfc51b96d6b8d8076b25a4a365138b,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 01:27:19
37963986746e97b65e72959cc5ff2608,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 01:42:49
fe387eb8094532ef6f559ca6f0682cf7,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 01:49:13
594d90c3bdc78c03b8e529f8008d0518,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 02:53:41
18532bb66efd8b82ed67719b88e64ae6,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 05:09:38
72ef6ee5fca1b0824bd3128750245778,MyMirror-TestFace-ReportPage,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 06:43:40
84b7068c7f10f3522d4fbde74be1b115,MyMirror-SimilarFaceSearch-AnalysisResultPage,MyMirror-PicturePage-CheckPhotoAlbum,MyMirror-PicturePage,2019-07-01 07:29:51
0293cb11b88a1edb82f51d845b4c92c9,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 07:42:13
0f713e0d10c0f3361e7984181ac025d0,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 07:56:16
2d4ae5caecfda19a1d314679f5ac051e,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 08:06:39
fe95bb39850a6ca717d2155c382404f0,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 09:40:53
bb9b2233d864df04c22ac58c5329b503,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 09:42:05
09864edcf445665276726074f275abf4,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 09:45:42
1bb5f2dde405a9a2999abacd636e3481,\N,CompanyApp-MagicMirror-VideoSaved-Click,MyMirror-TestFace-ReportPage,2019-07-01 10:13:16
3726983172cc797c84939fd1d1a3b3a2,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage-SlideSwitchTag,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,2019-07-01 10:29:42
40f46ad9c001a2a96ff6404c39ec7996,MyMirror-SimilarFaceSearch-AnalysisResultPage,MyMirror-PicturePage-CheckPhotoAlbum,MyMirror-PicturePage,2019-07-01 10:39:10
990f964aff5486d310301d2ea88dbff4,\N,MyMirror-SimilarFaceSearch-AnalysisResultPage-CelebAvatarClick,MyMirror-SimilarFaceSearch-AnalysisResultPage,2019-07-01 10:50:37
4c03b3cef9f28a93d5f8875d975008c0,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 11:03:51
faa8a1a66ddb1b6d791d804153eb0c72,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 11:13:21
05619fc488d5c138fa1d015eee136210,\N,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-TestFace-ReportPage,2019-07-01 12:05:29
d525f44b196a65a999939b55d0e48b8a,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 12:25:58
931623c0ab2cf726a11aaac77284f6d8,LoginRegister-MagicMirrorRegister-CollectFacePage,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage-SlideSwitchTag,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,2019-07-01 12:48:52
9258c12cd66376868d72da81a4972aa3,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 12:49:39
39b1c38c074918dddf5b39529c610932,\N,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-TestFace-ReportPage,2019-07-01 13:27:17
1e7a1c2e73e14c4460cc468b496410dc,MyMirror-TestFace-ReportPage,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 13:46:39
6196168d45f743abda54ba434f8c78a7,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 13:53:54
b1dd471c9571c5882045bba38495a509,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 14:17:11
b2ad8856b2bcce839ecaecdfc82c30db,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 14:38:32
c1f41e7e9da1ed73ec6308b7ac84fab3,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 14:52:28
3721d9cc5ab428e217e20c5425a03be1,MyMirror-TestFace-ReportPage,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 15:01:47
b9a05c177fb9ea2683eca7650f9fdbdd,\N,MyMirror-TestFace-FeatureAnalysisPage-SkipButtonClick,MyMirror-TestFace-FeatureAnalysisPage,2019-07-01 15:16:36
9532b6cafc1bac2dbd2a0d231ce6ffc9,\N,CompanyApp-MagicMirror-FacePackageDownloadSucess-SystemEvent,MyMirror-PicturePage,2019-07-01 15:32:08
1c1596c3120f98bfb15ab7b7c29706d6,MyMirror-TestFace-FeatureAnalysisPage,CompanyApp-MagicMirror-ReportPage-SaveVideoButton-Click,MyMirror-TestFace-ReportPage,2019-07-01 15:34:28
2bf3c7273d8966f91b71df7a9e938e16,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 15:36:22
a95d64e1a0615256e781fab4f4b05d2e,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 15:37:51
d8de3df24c04f6612c3645fc9c5e846f,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 15:42:50
123156b1f5c09fba851613228d967bc2,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,LoginRegister-MagicMirrorRegister-ChooseRecommendCelebPage-EnterFrontPageClick,LoginRegister-MagicMirrorRegister-ChooseRecommendCelebPage,2019-07-01 16:28:31
dd0b849d174a8a026c039e7e7e8fd7c7,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 17:11:22
c49b8e0988e60a907a24f732001aa871,\N,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 17:17:52
b713259d43e43f8d454d1c8986dc6e9b,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 17:51:12
1041f899a6f82ecb17c0dabccf97f2f7,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 18:24:25
7898de186609bb99a0883a32fe4e82bc,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 19:48:56
2a1418803874bca6c7fca9d5c949dbd1,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 20:28:24
e437ec6e7ea92fdfef940fffba2f6606,MyMirror-SimulateCosOperation-SimulateCosOperationPage,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 22:04:24
469c9c41bea33c2dd81f183c5d7e304a,MyMirror-TestFace-ReportPage,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 23:02:00
1fa646ed664b90e47038dc6cab13600c,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 00:10:36
9bb1e45f6c0ccf61fba4c79151af79be,MyMirror-TestFace-FeatureAnalysisPage,MyMirror-SimulateStyle-RecommendPlanDetailPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 00:12:11
0849aafa6370553c54f79eb1a0331f21,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 00:17:21
e52300af755e368171084bb18b8ae4bf,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 00:25:54
dc8848d5316bf36cda5c7d73b32efc26,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 00:33:01
32d0c30c5c0f324925c6aea934f73831,\N,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-TestFace-ReportPage,2019-07-01 00:38:46
bfd9a4bc5a169f9cab9601bad81af68d,\N,MyMirror-SimulateStyle-SimulateStylePage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 00:42:40
29ab26be823e65ec752dd51d02ff387c,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-TestFace-ReportPage-CheckDetailsClick,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 00:47:19
1c5642955a22da6e370f997dd037b102,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 00:49:07
beae7c0d4989e23df76dec295dd02461,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 01:05:44
fe387eb8094532ef6f559ca6f0682cf7,\N,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage-StartMagicMirror,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,2019-07-01 01:40:58
f7110f40b1012642bcf8691a287927c9,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 01:56:11
5d8149e07ab664b8a20c65f1c38e1872,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 02:20:25
92116874024b4a3587bfc962e75a13b1,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 02:31:23
5e1903ef47d7afc033b90347643195cc,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 05:09:54
d78082dc1e7987d7023e9e00279fae71,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 05:49:42
df6f7657c38aab3f9e8b2df41361b598,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 08:05:13
b747d43e7b405f3609282150e7c6d019,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 08:33:49
796c9c8f696352f436132d9a36317fb9,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 09:33:05
bb9b2233d864df04c22ac58c5329b503,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 09:43:22
69968594109616c29778bba84d9b443a,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 10:10:02
7957c106cd80263e1fe3b8690e641962,\N,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-PicturePage,2019-07-01 10:23:48
693a2a93be242871a824131d438f09ac,MyMirror-SimilarFaceSearch-AnalysisResultPage,MyMirror-SimilarFaceSearch-SimilarStarCelebReportPage-TestAgainButtonClick,MyMirror-SimilarFaceSearch-SimilarStarCelebReportPage,2019-07-01 10:49:03
7b48661beda060cd2b732ceddd31edcb,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 10:52:58
f87d6095099b9ccfcaff9e5ed2c04651,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 11:41:28
cb3df86450e1af5a27f3c5a54cec70f1,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 12:08:37
4298266264138a0594b11a784e2301c8,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 12:24:39
6dc571c5915e7e94a19d5321f5c6178a,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 12:48:32
7292c65e256d3beb71e9af7bc93e8862,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage-SlideSwitchTag,LoginRegister-MagicMirrorRegister-ChooseRecommendTagPage,2019-07-01 12:52:48
ae7a10ddc1d60bda30f2b2635bfb6d1f,MyMirror-PicturePage,MyMirror-PicturePage-TakePhotoButtonClick,MyMirror-SimilarFaceSearch-AnalysisPage,2019-07-01 13:28:22
c6a2ba069117aa4b25ff654cb7495f61,\N,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-TestFace-ReportPage,2019-07-01 13:30:28
b4db5e8e96c27ebd1c59d86834bc4a71,\N,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-TestFace-ReportPage,2019-07-01 14:19:28
a5e841ee87000615b9eaaad62c454dc9,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 15:00:29
4e144d58fdb373ea7556da00258a35d3,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 15:44:04
b0e39c7c88926eb08f80debaf24ee302,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 16:56:32
972c009e83045b5a8f524b38ea5a9979,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 17:22:21
5d09d7f7606daea6b6f9c491022cf42f,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 17:42:49
9c30798842ca1fd4177f0084c893bc5c,MyMirror-TestFace-ReportPage,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 17:52:32
b0095b99ec3d2551d50ace49ca40369d,MyMirror-SimulateStyle-SimulateStylePage,MyMirror-SimulateStyle-SimulateStylePage-DragUp,MyMirror-SimulateStyle-SimulateStylePage,2019-07-01 18:12:26
f1910d11e10aa59001406d4dace74dfc,\N,MyMirror-TestFace-ReportPage-SwitchStyle,MyMirror-TestFace-ReportPage,2019-07-01 18:15:36
7ee8449a196e2ff902109d77ed4a7b5d,\N,MyMirror-TestFace-ReportPage-DragDown,MyMirror-TestFace-ReportPage,2019-07-01 18:18:10
8728066ce7f54fdc66b4868cedfba291,\N,MyMirror-PicturePage-TabClick,MyMirror-PicturePage,2019-07-01 18:29:20
